"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P5",13,FALSE,FALSE,FALSE,FALSE,4,0.262715586591847,0.262715586591847,0.0399354607217193,-96.7669448270558,0.999879793282901,4,NA,"troot(x4*x4)","x4*x2","x2",0.998826886944098,0.962215722817026,0.199232809538568
"P6",13,FALSE,FALSE,FALSE,TRUE,3,0.800487033167485,0.733983070416538,0.0421720048365012,-94.3406692127019,0.999818426417427,4,NA,"troot(x4*(x4*x7))","troot(x4*x4)","x2*x4",0.849795307165659,0.150204692834341,0.147342125593272
"P1",14,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0311015691064106,-94.5244319535552,0.999966881408733,1,NA,"troot(x6*(x4*x4))",NA,NA,0.902336582817089,NA,NA
"P2",14,TRUE,FALSE,FALSE,FALSE,1,0.467672661882095,-0.0646546762358107,0.0308309574131218,-94.5244319535552,0.999966564959753,2,NA,"troot(x4*(x4*x6))","x7",NA,0.898392266169303,0.106321522765587,NA
"P3",14,FALSE,FALSE,FALSE,FALSE,4,0.260008567617798,0.260008567617798,0.0374667486819193,-96.7669448270558,0.999894420178334,4,NA,"troot(x4*x4)","x2*x4","x6",0.999971444988148,0.978145302401952,0.119278629333764
"P4",14,FALSE,FALSE,TRUE,FALSE,6,0.761955072712066,0.722280952881137,0.0624721697185774,-99.5125191073178,0.998308884551914,7,NA,"x4","troot(x4)*x4","x4*x10",0.611115780511176,0.480225360599962,0.480225360542796
"P5",14,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0435408837546735,-94.3406692127019,0.999812751302039,2,NA,"troot((x4*x4)*x7)","x4",NA,0.915475304818435,0.144193643629999,NA
"P6",14,TRUE,FALSE,FALSE,FALSE,2,0.653943747039447,0.480915620559171,0.032098058227519,-99.6543306684783,0.999958658368494,3,NA,"troot(x4*x4)*troot(x6)","troot(x4*x4)","x4*x8",0.830383162820076,0.169616124412586,0.110613777845049
"P1",15,FALSE,FALSE,FALSE,FALSE,5,0.664069959232533,0.664069959232533,0.0543982759740562,-99.877214903911,0.999284817771357,5,NA,"troot(x4*x4)","x3*x4","x4",0.999340789414707,0.564964598491931,0.39181061196206
"P2",15,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0380387745199528,-96.7669448270558,0.999890599379213,2,NA,"troot(x4*x4)","x4*x2",NA,0.999999999656922,0.985302680743957,NA
"P3",15,FALSE,FALSE,FALSE,FALSE,6,0.417281180881819,0.417281180881819,0.0628171050404844,-99.877214903911,0.998504538139306,6,NA,"troot(x4*x4)","x4*x3","x6",0.998413731591335,0.871058625855422,0.160560364727915
"P4",15,FALSE,FALSE,FALSE,FALSE,4,0.461216420809483,0.461216420809483,0.0334579619800133,-96.7669448270558,0.999949902451193,4,NA,"troot(x4*x4)","x2*x4","x4",0.936316421930031,0.896182340894399,0.150485980974528
"P5",15,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0432268038298804,-94.3406692127019,0.999811788438862,2,NA,"troot((x4*x7)*x4)","x4",NA,0.915491623411875,0.153413921196647,NA
"P6",15,FALSE,FALSE,FALSE,FALSE,3,0.381478412441251,0.381478412441251,0.034511061062569,-96.7669448270558,0.999941575833204,3,NA,"troot(x4*x4)","x2*x4","x7",0.940326500101063,0.921672335200368,0.167638144490821
"P1",16,FALSE,FALSE,FALSE,TRUE,3,0.480449220107468,0.307265986336515,0.0424068625176249,-94.3406692127019,0.999809533584155,4,NA,"troot((x4*x7)*x4)","x10","x4",0.913984314018709,0.186123279199053,0.151230291486407
"P2",16,TRUE,FALSE,FALSE,TRUE,1,0.997619406370126,0.992859297690051,0.0401492684395167,-94.3406692127019,0.999871154883341,3,NA,"troot(x4*(x7*x4))","troot(x6*(x4*x4))","x4",0.730065633446477,0.188743497249395,0.120905778575546
"P3",16,FALSE,FALSE,FALSE,FALSE,4,0.551592656175278,0.551592656175278,0.0386124535539519,-96.7669448270558,0.999883686853469,4,NA,"troot(x4*x4)","x4*x2","x10",0.99999935961995,0.96027232149459,0.166381387241073
"P4",16,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0311863515042683,-94.5244319535552,0.9999633988317,1,NA,"troot((x6*x4)*x4)",NA,NA,0.992320251508206,NA,NA
"P5",16,FALSE,FALSE,FALSE,FALSE,5,0.865852860767065,0.865852860767065,0.0715920609584964,-99.5125191073178,0.997411505653525,5,NA,"x4","x10*x4","x4*troot(x4)",0.771780868423668,0.668010541933765,0.663537986460776
"P6",16,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0406480541041689,-96.7669448270558,0.999863038719095,3,NA,"troot(x4*x4)","x2*x4","x2",0.949858159981739,0.943704847017594,0.204516982230884
"P1",17,TRUE,FALSE,FALSE,FALSE,1,0.453213554521817,-0.0935728909563669,0.0342607038463396,-94.5244319535552,0.999942753318395,2,NA,"troot((x4*x6)*x4)","x2",NA,0.995283453045869,0.330091148013575,NA
"P2",17,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0433049693082823,-94.3406692127019,0.999825018084603,1,NA,"troot((x4*x4)*x7)",NA,NA,0.909948531543055,NA,NA
